time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity,right_velocity,left_rad_s,right_rad_s,voltage
1777784103.674,,,,,0.0000,-0.1411,-0.0000,0.0000,-0.4794,-1.0546,49.6426
1777784104.675,,,,,-0.4871,0.0189,-0.0000,0.0000,-6.9988,-6.8070,49.7038
1777784105.675,,,,,-0.4908,-0.3500,-0.0000,0.0000,-3.8829,-5.4429,49.7038
1777784106.674,-0.0781,-0.0067,0.0611,0.9981,-0.0753,0.2222,-0.0000,0.0000,-1.0067,0.0959,49.7344
1777784107.674,-0.1100,-0.0129,0.1266,0.9920,0.0105,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784108.674,-0.1011,-0.0096,0.1765,0.9843,-0.0089,-0.0400,-0.0000,0.0000,0.0479,-0.0479,49.7191
1777784109.674,-0.1011,-0.0096,0.1765,0.9843,0.0012,-0.0033,-0.0000,0.0000,0.0959,-0.0000,49.6885
1777784110.674,-0.1011,-0.0096,0.1765,0.9843,-0.0073,0.0122,-0.0000,0.0000,-0.3835,-0.2397,49.7038
1777784111.674,-0.1011,-0.0096,0.1765,0.9843,-0.0686,0.0244,-0.0000,0.0000,-0.3356,-0.2397,49.6579
1777784112.674,-0.1011,-0.0096,0.1765,0.9843,-0.0033,0.0022,-0.0000,0.0000,-0.0479,-0.0479,49.6885
1777784113.674,-0.1011,-0.0096,0.1765,0.9843,0.0057,-0.0300,-0.0000,0.0000,0.2397,0.0959,49.7191
1777784114.674,-0.1011,-0.0096,0.1765,0.9843,0.0001,-0.0044,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784115.674,-0.1011,-0.0096,0.1765,0.9843,0.0007,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7344
1777784116.675,-0.1011,-0.0096,0.1765,0.9843,0.0007,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7498
1777784117.676,-0.1011,-0.0096,0.1765,0.9843,0.0004,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784118.675,-0.1011,-0.0096,0.1765,0.9843,-0.0006,0.0000,-0.0000,0.0000,0.0000,0.0959,49.6426
1777784119.675,-0.1011,-0.0096,0.1765,0.9843,0.0003,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784120.675,-0.1011,-0.0096,0.1765,0.9843,0.0011,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784121.675,-0.1011,-0.0096,0.1765,0.9843,0.0011,-0.0022,-0.0000,0.0000,0.0000,0.1438,49.7191
1777784122.675,-0.1011,-0.0096,0.1765,0.9843,0.0017,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784123.675,-0.1011,-0.0096,0.1765,0.9843,-0.0009,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784124.675,-0.1011,-0.0096,0.1765,0.9843,-0.0005,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784125.675,-0.1011,-0.0096,0.1765,0.9843,-0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784126.675,-0.1011,-0.0096,0.1765,0.9843,0.0001,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784127.675,-0.1011,-0.0096,0.1765,0.9843,-0.0006,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784128.675,-0.1011,-0.0096,0.1765,0.9843,0.0003,0.0011,-0.0000,0.0000,0.0000,-0.0959,49.6579
1777784129.675,-0.1011,-0.0096,0.1765,0.9843,0.0002,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784130.675,-0.1011,-0.0096,0.1765,0.9843,0.0004,-0.0033,-0.0000,0.0000,0.0000,0.1438,49.7191
1777784131.675,-0.1197,-0.0169,0.1249,0.9922,0.2409,0.0144,-0.0000,0.0000,4.5061,4.6978,49.6579
1777784132.675,0.2217,0.0801,0.1561,0.9877,0.5921,0.0222,-0.0000,0.0000,6.2318,6.4715,49.6426
1777784133.675,0.6583,0.1950,0.1230,0.9924,0.3594,-0.0444,-0.0000,0.0000,5.7524,5.7045,49.6273
1777784134.675,1.1569,0.2814,0.1095,0.9940,0.2608,0.0422,-0.0000,0.0000,0.9587,1.1984,49.6426
1777784135.675,1.2673,0.2931,0.1204,0.9927,-0.0275,-0.0700,-0.0000,0.0000,-1.3422,-1.6299,49.6579
1777784136.675,1.1455,0.2625,0.1569,0.9876,-0.5390,-0.0022,-0.0000,0.0000,-6.2797,-6.4235,49.7498
1777784137.675,0.8378,0.1398,0.1239,0.9923,0.0784,-0.0022,-0.0000,0.0000,2.8762,2.9242,49.6579
1777784138.675,1.0385,0.1672,0.0590,0.9983,0.6137,-0.1256,-0.0000,0.0000,7.2385,6.8070,49.6732
1777784139.675,1.6364,0.1819,0.0079,1.0000,0.5523,0.0278,-0.0000,0.0000,6.1839,6.5194,49.7191
1777784140.675,2.1200,0.1759,0.0437,0.9990,0.1063,-0.0222,-0.0000,0.0000,-0.6711,-0.7191,49.7191
1777784141.674,2.0357,0.1985,0.0814,0.9967,-0.5710,0.0567,-0.0000,0.0000,-7.0947,-6.9509,49.7191
1777784142.675,1.6180,0.1205,0.1013,0.9949,-0.1307,0.0044,-0.0000,0.0000,0.0479,0.1917,49.6579
1777784143.675,1.6180,0.1205,0.1013,0.9949,0.0064,-0.0011,-0.0000,0.0000,0.0000,0.0479,49.7038
1777784144.675,1.6180,0.1205,0.1013,0.9949,0.0015,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784145.675,1.6180,0.1205,0.1013,0.9949,0.0015,0.0011,-0.0000,0.0000,0.0479,-0.0000,49.6426
1777784146.675,1.6180,0.1205,0.1013,0.9949,0.0012,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784147.675,1.6180,0.1205,0.1013,0.9949,0.0006,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784148.675,1.6180,0.1205,0.1013,0.9949,0.0009,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784149.675,1.6180,0.1205,0.1013,0.9949,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784150.675,2.2038,0.0881,0.0783,0.9969,0.0006,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.5814
1777784151.675,2.2038,0.0881,0.0783,0.9969,0.0010,-0.0056,-0.0000,0.0000,0.0000,-0.0959,49.6426
1777784152.675,2.2038,0.0881,0.0783,0.9969,0.1331,-0.0267,-0.0000,0.0000,2.2051,2.0613,49.7191
1777784153.675,2.2038,0.0881,0.0783,0.9969,-0.1757,-0.1756,-0.0000,0.0000,-4.1705,-5.0813,49.6732
1777784154.675,1.6223,0.1410,-0.0318,0.9995,-0.5886,0.0111,-0.0000,0.0000,-6.5194,-6.6153,49.6885
1777784155.675,1.0231,0.1763,-0.0334,0.9994,-0.5367,-0.0089,-0.0000,0.0000,-5.1292,-5.5127,49.6885
1777784156.675,0.7689,0.1699,-0.0280,0.9996,0.1213,0.0022,-0.0000,0.0000,3.0680,3.1159,49.6732
1777784157.675,0.9164,0.1483,-0.0281,0.9996,0.3874,0.8489,-0.0000,0.0000,1.6299,5.1772,49.6732
1777784158.675,1.2271,0.2279,0.4055,0.9141,0.0965,-0.5822,-0.0000,0.0000,2.2051,-0.6711,49.6579
1777784159.675,1.3564,0.2769,-0.0120,0.9999,-0.0878,-0.3633,-0.0000,0.0000,-0.0479,-1.4860,49.7191
1777784160.675,1.3687,0.2831,0.0824,0.9966,0.0714,0.4511,-0.0000,0.0000,-0.7191,2.0134,49.7038
1777784161.675,1.3895,0.2845,0.1425,0.9898,-0.3722,0.0233,-0.0000,0.0000,-5.9442,-5.8962,49.6426
1777784162.675,0.7883,0.0139,0.1923,0.9813,-0.4954,-0.1500,-0.0000,0.0000,-3.1638,-4.3143,49.7038
1777784163.675,0.5833,-0.0572,0.0905,0.9959,0.0021,0.0044,-0.0000,0.0000,0.0479,0.0959,49.7038
1777784164.675,0.5833,-0.0572,0.0905,0.9959,0.0028,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784165.676,0.5833,-0.0572,0.0905,0.9959,0.0016,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784166.675,0.5833,-0.0572,0.0905,0.9959,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784167.675,0.5833,-0.0572,0.0905,0.9959,-0.0008,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784168.675,0.5833,-0.0572,0.0905,0.9959,0.0002,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784169.675,0.5833,-0.0572,0.0905,0.9959,0.0001,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784170.675,0.5833,-0.0572,0.0905,0.9959,0.0003,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784171.675,0.5833,-0.0572,0.0905,0.9959,0.0000,-0.0022,-0.9150,0.9249,0.0000,-0.0000,49.6426
1777784172.675,0.5833,-0.0572,0.0905,0.9959,0.0000,-0.0022,-0.9151,0.9249,0.0000,-0.0000,49.6426
1777784173.675,0.5833,-0.0572,0.0905,0.9959,0.0193,-0.0433,-1.1351,1.1442,0.5752,0.3835,49.7038
1777784174.676,0.5975,-0.0557,0.0552,0.9985,0.1264,-0.1111,-3.1602,2.9197,2.0613,1.6299,49.6732
1777784175.675,0.7114,-0.0629,0.0193,0.9998,0.2623,0.1200,-5.7694,5.3001,3.1159,3.6911,49.6885
1777784176.675,1.0968,-0.0309,0.0765,0.9971,0.3928,0.1044,-7.9897,7.9658,4.6978,5.2731,49.7038
1777784177.675,1.4693,0.0356,0.0916,0.9958,0.5060,0.0356,-9.8902,8.5092,5.8962,6.0880,49.6426
1777784178.676,2.1159,0.1619,0.1673,0.9859,0.5028,0.4567,-10.5503,7.8491,4.6499,6.9029,49.6579
1777784179.675,2.5411,0.3776,0.3441,0.9389,0.5012,0.1989,-9.6039,8.7955,5.2731,6.1839,49.7804
1777784180.675,2.9646,0.7976,0.3808,0.9247,0.4984,-0.2289,-8.6644,9.7350,6.1839,5.1772,49.7038
1777784181.675,3.3243,1.0684,0.2518,0.9678,0.3324,-0.2544,-7.7214,10.6780,2.3010,1.1025,49.6885
1777784182.675,3.4267,1.1080,0.2045,0.9789,-0.0206,0.0033,-0.1959,1.6437,-0.0479,-0.0479,49.6885
1777784183.675,3.4267,1.1080,0.2045,0.9789,-0.0044,-0.0189,-0.0000,0.0000,0.0000,-0.1438,49.6885
1777784184.676,3.4130,1.0947,0.0751,0.9972,-0.1017,-0.0978,-0.0000,0.0000,-0.0959,-0.6232,49.7498
1777784185.675,3.4130,1.0947,0.0751,0.9972,-0.0015,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784186.675,3.4130,1.0947,0.0751,0.9972,-0.0002,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784187.674,3.4130,1.0947,0.0751,0.9972,-0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784188.675,3.4130,1.0947,0.0751,0.9972,0.0246,0.1844,-0.0000,0.0000,0.8629,1.7737,49.7191
1777784189.675,3.4130,1.0947,0.0751,0.9972,0.0115,-0.0167,-0.0000,0.0000,0.1917,-0.0000,49.6579
1777784190.674,3.4378,1.1078,-0.0460,0.9989,-0.0387,-0.0367,-0.0000,0.0000,0.0479,-0.1917,49.6732
1777784191.675,3.4378,1.1078,-0.0460,0.9989,0.0690,-0.0578,-0.0000,0.0000,0.1438,-0.1917,49.7344
1777784192.675,3.4378,1.1078,-0.0460,0.9989,-0.0576,-0.1356,-0.0000,0.0000,-1.2464,-1.8216,49.7191
1777784193.674,3.2502,1.1379,-0.1359,0.9907,-0.1665,0.0067,-0.0000,0.0000,0.4794,0.4314,49.7191
1777784194.675,3.3775,1.0960,-0.1634,0.9866,0.5310,0.0133,-0.0000,0.0000,6.5674,6.7112,49.6885
1777784195.675,3.8082,0.9498,-0.1535,0.9881,0.1921,-0.0333,-0.0000,0.0000,0.6232,0.5273,49.6426
1777784196.675,3.8583,0.9312,-0.2006,0.9797,-0.0089,-0.5478,-0.0000,0.0000,1.0546,-1.4381,49.6732
1777784197.675,3.8440,0.9313,-0.3916,0.9201,0.0922,0.0622,-0.0000,0.0000,2.4927,2.7803,49.7038
1777784198.675,3.9358,0.8368,-0.3604,0.9328,0.0628,0.0289,-0.0000,0.0000,0.0479,0.2876,49.6732
1777784199.675,3.9358,0.8368,-0.3604,0.9328,0.3660,-0.0578,-0.0000,0.0000,4.3143,4.2184,49.6120
1777784200.675,4.2228,0.6026,-0.2427,0.9701,0.0766,0.0656,-0.0000,0.0000,-0.0959,0.1917,49.6579
1777784201.675,4.2732,0.5790,-0.1931,0.9812,-0.0012,0.2967,-0.0000,0.0000,-0.7191,0.8629,49.6885
1777784202.675,4.2777,0.5773,-0.1349,0.9909,-0.0013,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7344
1777784203.675,4.2777,0.5773,-0.1349,0.9909,-0.0008,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784204.675,4.2777,0.5773,-0.1349,0.9909,-0.0014,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784205.675,4.2777,0.5773,-0.1349,0.9909,-0.0002,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784206.675,4.2777,0.5773,-0.1349,0.9909,-0.0001,0.0022,-1.0166,0.8233,0.0000,-0.0000,49.6579
1777784207.675,4.2777,0.5773,-0.1349,0.9909,-0.0012,-0.0000,-1.0166,0.8233,0.0000,-0.0000,49.7191
1777784208.675,4.2777,0.5773,-0.1349,0.9909,0.0087,0.0967,-1.1300,0.9296,0.0479,0.3835,49.7038
1777784209.674,4.2799,0.5700,-0.0820,0.9966,0.0873,0.1411,-2.4138,2.1918,1.1984,1.9175,49.7191
1777784210.674,4.4281,0.5610,0.0149,0.9999,0.2213,-0.0267,-4.8112,4.7852,2.8762,2.7324,49.6426
1777784211.675,4.6543,0.5709,-0.0037,1.0000,0.3571,-0.0722,-7.5193,7.0997,4.6978,4.2664,49.7038
1777784212.675,5.0344,0.5627,-0.0182,0.9998,0.4882,0.1522,-9.5926,8.8068,5.6086,6.3277,49.6579
1777784213.675,5.5365,0.5861,0.0493,0.9988,0.5030,0.0056,-9.2097,9.1897,5.6566,5.7045,49.6579
1777784214.675,6.1345,0.6670,0.0424,0.9991,0.4977,-0.0233,-9.2987,9.1007,5.8483,5.8004,49.6885
1777784215.676,6.5771,0.7107,0.0332,0.9994,0.4998,-0.0256,-9.0464,9.3530,5.8004,5.6566,49.6885
1777784216.675,7.0107,0.7438,0.0209,0.9998,0.5025,0.0644,-9.4137,8.9857,5.6566,5.8483,49.7191
1777784217.676,7.5531,0.7948,0.0547,0.9985,0.4994,0.0367,-9.3136,9.0859,5.6566,5.7524,49.6885
1777784218.675,7.9821,0.8677,0.0689,0.9976,0.2255,-0.0289,-0.0001,0.0001,1.2464,1.1505,49.6732
1777784219.675,8.0903,0.8837,0.0627,0.9980,-0.0085,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784220.675,8.0903,0.8837,0.0627,0.9980,-0.0031,-0.0022,-0.0000,0.0000,0.0000,-0.0479,49.7038
1777784221.675,8.0903,0.8837,0.0627,0.9980,-0.0028,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784222.676,8.0903,0.8837,0.0627,0.9980,-0.0013,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784223.676,8.0903,0.8837,0.0627,0.9980,0.0001,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784224.675,8.0903,0.8837,0.0627,0.9980,0.0010,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784225.675,8.0903,0.8837,0.0627,0.9980,-0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784226.675,8.0903,0.8837,0.0627,0.9980,-0.0001,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784227.675,8.0903,0.8837,0.0627,0.9980,-0.0000,0.0000,-0.6077,-0.6077,-0.0479,-0.0000,49.7344
1777784228.675,8.0903,0.8837,0.0627,0.9980,0.0013,0.0933,-0.8644,-0.8644,-0.2397,0.1917,49.7344
1777784229.674,8.1086,0.8891,0.1848,0.9828,-0.0092,0.5267,-1.8074,-1.8074,-1.4381,1.1025,49.6885
1777784230.676,8.0736,0.9010,0.4594,0.8882,-0.0157,0.5344,-1.8859,-1.8859,-1.5340,1.1025,49.7038
1777784231.675,8.0611,0.9105,0.6295,0.7770,-0.0059,0.4800,-1.8859,-1.8859,-1.1984,1.0546,49.7191
1777784232.679,8.0380,0.9156,0.8216,0.5700,-0.0004,0.5300,-1.8859,-1.8859,-1.1984,1.2943,49.7651
1777784233.675,8.0088,0.9240,0.9355,0.3533,0.0718,0.4122,-3.2275,1.0586,0.0479,2.0134,49.6885
1777784234.675,7.9118,0.9870,0.9821,0.1886,0.1713,0.3133,-4.8634,3.1783,1.4381,2.9721,49.7191
1777784235.674,7.7501,1.0187,0.9972,0.0745,0.1594,0.2367,-4.9424,3.4985,0.1438,1.2943,49.6885
1777784236.676,7.6137,1.0249,-0.9991,0.0430,-0.0258,0.0333,-0.4851,0.4144,-0.4314,-0.2397,49.6885
1777784237.674,7.7033,1.0516,-0.9869,0.1612,-0.2763,0.1667,-0.0000,0.0000,-2.2051,-1.3422,49.6885
1777784238.675,7.8009,1.0836,-0.9808,0.1952,0.2332,0.2578,-4.3412,4.6660,4.3623,5.5127,49.6426
