time_s,amcl_x,amcl_y,amcl_qz,amcl_qw,filtered_vx,filtered_wz,left_velocity,right_velocity,left_rad_s,right_rad_s,voltage
1777784239.675,7.4702,0.8858,-0.9568,0.2908,0.1698,-0.0078,-5.5398,7.3399,-0.0959,-0.0479,49.7038
1777784240.675,7.4702,0.8858,-0.9568,0.2908,0.0167,-0.0033,-0.9375,1.2969,0.5273,0.5273,49.7038
1777784241.675,7.4702,0.8858,-0.9568,0.2908,0.0876,-0.0522,-2.0318,2.8442,1.4381,1.1984,49.7038
1777784242.674,7.2821,0.7677,-0.9732,0.2300,0.2090,-0.2944,-4.0584,5.2780,3.2597,2.1092,49.6885
1777784243.674,7.1061,0.6979,-0.9929,0.1193,0.3293,-0.2089,-6.5883,7.1850,4.6019,3.6432,49.7191
1777784244.674,6.7563,0.6410,-0.9984,0.0564,0.4573,-0.0211,-8.8924,9.5071,5.6086,5.6086,49.5967
1777784245.675,6.2316,0.5699,-0.9987,0.0509,0.5208,-0.0900,-9.1708,9.2286,6.2318,5.7045,49.6732
1777784246.679,5.6513,0.5295,-0.9998,0.0201,0.5012,0.1133,-9.6860,8.7134,5.6566,6.1359,49.8263
1777784247.675,5.1941,0.4842,-0.9969,0.0786,0.4946,0.0756,-9.0158,9.3836,5.4169,5.8962,49.7191
1777784248.676,4.7569,0.3899,-0.9967,0.0815,0.4995,-0.2000,-8.8857,9.5138,6.2797,5.4648,49.7191
1777784249.674,4.1535,0.3474,1.0000,0.0091,0.4967,0.0656,-9.8014,8.5980,5.6086,6.0401,49.7344
1777784250.676,3.7123,0.3124,-0.9966,0.0820,0.5011,0.2556,-9.5084,8.8911,5.2731,6.3756,49.6885
1777784251.675,3.2067,0.1421,-0.9891,0.1472,0.5117,-0.2067,-8.5657,9.8338,6.1839,5.5127,49.7038
1777784252.675,2.7211,0.0278,-0.9997,0.0233,0.4974,-0.1544,-9.2575,9.1420,6.1359,5.4648,49.7191
1777784253.675,2.2667,0.0179,-0.9998,0.0210,0.5021,0.1644,-9.2100,9.1894,5.5127,6.1839,49.6426
1777784254.675,1.8260,-0.0200,-0.9984,0.0570,0.5017,-0.1556,-9.1245,9.2749,6.0401,5.5127,49.7038
1777784255.679,1.2260,-0.0342,1.0000,0.0022,0.4964,0.0733,-9.5604,8.8390,5.6566,5.9921,49.6885
1777784256.675,0.7779,-0.0623,-0.9989,0.0471,0.4998,0.0467,-9.0247,9.3747,5.6566,5.9442,49.7191
1777784257.675,0.3156,-0.1256,-0.9986,0.0534,0.4992,-0.1767,-8.7005,9.6989,6.0880,5.3689,49.6426
1777784258.675,-0.2226,-0.1425,0.9983,0.0578,0.3009,-0.0856,-0.0443,1.7961,2.4448,2.1572,49.7038
1777784259.675,-0.3296,-0.1316,0.9972,0.0752,-0.0136,-0.0478,0.7628,0.7628,0.0479,-0.1438,49.7344
1777784260.675,-0.3261,-0.1234,0.9899,0.1420,-0.0033,-0.4789,1.6691,1.6691,1.0067,-1.0067,49.7038
1777784261.675,-0.3030,-0.1394,0.9124,0.4093,-0.0195,-0.5278,1.8859,1.8859,1.0546,-1.3607,49.7344
1777784262.675,-0.2772,-0.1302,0.7816,0.6238,-0.0100,-0.5167,1.8859,1.8859,1.0546,-1.2464,49.7344
1777784263.675,-0.2553,-0.1504,0.6047,0.7965,-0.0007,-0.5389,1.8859,1.8859,1.2464,-1.1984,49.6885
1777784264.675,-0.2549,-0.1601,0.3846,0.9231,0.0044,-0.5489,1.8859,1.8859,1.2943,-1.1984,49.7038
1777784265.674,-0.2517,-0.1652,0.1484,0.9889,0.0016,-0.4889,1.8859,1.8859,1.1505,-1.1505,49.7038
1777784266.675,-0.2429,-0.1628,-0.0732,0.9973,-0.0016,-0.4256,1.3673,1.3673,1.0067,-1.0546,49.6885
1777784267.675,-0.2416,-0.1763,-0.2447,0.9696,-0.0006,-0.1489,0.4244,0.4244,0.3835,-0.3835,49.7498
1777784268.675,-0.2416,-0.1763,-0.2447,0.9696,0.0008,0.0089,-0.5186,-0.5186,-0.0479,0.0479,49.7651
1777784269.675,-0.2416,-0.1763,-0.2447,0.9696,0.0007,0.1122,-1.0142,-1.0142,-0.2876,0.2397,49.6885
1777784270.675,-0.2329,-0.1821,-0.1830,0.9831,-0.0008,0.3444,-1.8828,-1.8828,-0.8149,0.8629,49.7498
1777784271.676,-0.1904,-0.1898,0.0568,0.9984,0.0097,0.5478,-1.5864,-1.5864,-1.3607,1.2464,49.7038
1777784272.674,-0.1720,-0.1891,0.2419,0.9703,-0.0063,0.1689,-0.6435,-0.6435,-0.4794,0.4314,49.7344
1777784273.674,-0.1662,-0.1885,0.3004,0.9538,0.0003,-0.0111,0.2995,0.2995,0.0000,-0.0000,49.7038
1777784274.674,-0.1662,-0.1885,0.3004,0.9538,0.0011,-0.0722,0.8633,0.8633,0.1917,-0.1438,49.5967
1777784275.674,-0.1656,-0.1890,0.2432,0.9700,0.0013,-0.3667,1.5643,1.5643,0.8629,-0.8629,49.7191
1777784276.675,-0.1723,-0.1931,0.0492,0.9988,0.0258,-0.3778,0.0646,2.5757,1.5819,-0.1917,49.7344
1777784277.675,-0.1176,-0.1969,-0.1369,0.9906,0.1177,-0.3378,-2.6495,3.4037,2.3489,0.9108,49.6426
1777784278.675,-0.0324,-0.2290,-0.2373,0.9714,0.2302,0.1167,-5.6462,4.5145,2.7324,2.8762,49.6885
1777784279.675,0.3219,-0.3520,-0.1214,0.9926,0.3549,0.4733,-8.8883,5.8697,3.3076,5.3689,49.7191
1777784280.674,0.7524,-0.3320,0.1378,0.9905,0.4743,0.3900,-10.0566,8.3428,4.6978,6.7591,49.6885
1777784281.674,1.1928,-0.1304,0.2351,0.9720,0.5161,-0.0978,-9.1136,9.2858,6.0401,5.7045,49.7191
1777784282.674,1.7034,0.1127,0.1644,0.9864,0.5003,-0.1044,-9.5135,8.8859,5.8483,5.4429,49.7957
1777784283.675,2.1204,0.2673,0.1965,0.9805,0.4982,0.2344,-9.5233,8.8761,5.1772,6.2318,49.7191
1777784284.676,2.5599,0.5238,0.2784,0.9605,0.5032,-0.1733,-8.5839,9.8155,6.2318,5.4169,49.6120
1777784285.680,3.0174,0.7277,0.1333,0.9911,0.4993,-0.4689,-8.0777,10.3217,6.8070,4.6499,49.6732
1777784286.675,3.4763,0.7565,-0.0517,0.9987,0.4997,-0.1044,-8.9104,9.4890,6.0401,5.6086,49.4895
1777784287.675,4.0847,0.6837,-0.0640,0.9979,0.5042,0.1022,-9.5532,8.8462,5.4429,6.0401,49.7498
1777784288.675,4.5427,0.6784,0.0000,1.0000,0.4855,0.0256,-9.0005,9.3989,4.9854,5.2251,49.6732
1777784289.675,4.8155,0.7069,0.0001,1.0000,-0.0283,-0.0011,-1.8382,1.8599,0.1917,0.2397,49.7191
1777784290.675,4.8155,0.7069,0.0001,1.0000,0.0432,-0.0178,-1.5488,1.6414,0.7670,0.7670,49.7344
1777784291.675,4.8155,0.7069,0.0001,1.0000,0.0349,0.0000,-1.6792,1.7522,0.0959,0.0479,49.7038
1777784292.675,4.9311,0.7095,-0.0097,1.0000,0.0096,0.0011,-1.0711,1.1391,0.0000,-0.0000,49.6732
1777784293.675,4.9311,0.7095,-0.0097,1.0000,-0.2662,-0.0300,-0.0000,0.0000,-2.3489,-2.6365,49.7191
1777784294.675,4.7260,0.7159,-0.0998,0.9950,-0.0129,-0.0167,-0.6928,0.6284,0.0479,-0.0479,49.7038
1777784295.675,4.7260,0.7159,-0.0998,0.9950,0.1910,-0.1522,-4.7297,3.9905,2.0613,1.3422,49.6732
1777784296.675,4.7721,0.6990,-0.1551,0.9879,-0.2639,-0.1567,-0.0000,0.0000,-3.8829,-4.4579,49.6579
1777784297.675,4.6283,0.7408,-0.1886,0.9820,-0.0009,0.0022,-0.8662,0.7251,0.1438,0.1438,49.7038
1777784298.675,4.6283,0.7408,-0.1886,0.9820,-0.0314,-0.0667,-0.5592,0.4621,-0.9108,-1.2464,49.7038
1777784299.675,4.5588,0.7871,-0.1280,0.9918,-0.0158,0.0867,-0.6784,0.6345,-0.3835,-0.0000,49.6885
1777784300.675,4.4828,0.7958,-0.0803,0.9968,-0.3154,0.0400,-0.0000,0.0000,-3.4035,-3.4515,49.7191
1777784301.675,4.1918,0.8686,-0.3359,0.9419,-0.1697,-0.5033,-0.0000,0.0000,0.3835,-2.2051,49.7038
1777784302.675,4.1640,0.8456,-0.5368,0.8437,0.3703,-0.2500,-7.0997,5.7796,4.9854,3.8350,49.7191
1777784303.675,4.3230,0.5482,-0.2963,0.9551,0.1604,0.7422,-5.2405,2.9676,-0.7670,2.5407,49.6426
1777784304.675,4.3871,0.5212,-0.1555,0.9878,0.0203,0.1100,-1.4184,1.0315,0.0959,0.6711,49.7344
1777784305.675,4.4176,0.5146,-0.1016,0.9948,0.0907,0.1211,-2.7482,2.2491,1.0546,1.7257,49.6732
1777784306.675,4.5235,0.4971,-0.0473,0.9989,0.2161,0.0200,-5.1636,4.4216,2.8762,2.9242,49.6885
1777784307.675,4.8034,0.4743,-0.0307,0.9995,0.3473,0.0711,-7.8280,6.5995,4.3143,4.6499,49.6732
1777784308.675,5.2366,0.4594,0.0310,0.9995,0.4837,0.1889,-9.6271,8.7724,5.4648,6.3756,49.6732
1777784309.675,5.6902,0.5009,0.0869,0.9962,0.4996,-0.0133,-9.2972,9.1022,5.6566,5.8004,49.8263
1777784310.675,6.1299,0.5513,0.0718,0.9974,0.5021,-0.0044,-9.2536,9.1458,5.9921,5.9921,49.7038
1777784311.675,6.7371,0.6402,0.0649,0.9979,0.4996,-0.0667,-8.8844,9.5150,6.0401,5.8483,49.6732
1777784312.675,7.1727,0.7246,0.0325,0.9995,0.4375,-0.1833,-3.0367,4.3258,3.8829,3.2118,49.6426
1777784313.675,7.4402,0.7316,-0.0183,0.9998,-0.0124,0.0011,-0.0000,0.0000,-0.0479,-0.0479,49.6579
1777784314.676,7.4402,0.7316,-0.0183,0.9998,-0.0048,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784315.675,7.4402,0.7316,-0.0183,0.9998,-0.0030,0.0022,-0.0000,0.0000,-0.0479,-0.0000,49.7191
1777784316.675,7.4402,0.7316,-0.0183,0.9998,-0.0012,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784317.675,7.4402,0.7316,-0.0183,0.9998,-0.0006,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784318.675,7.4402,0.7316,-0.0183,0.9998,-0.0044,0.0033,-0.0000,0.0000,-0.0959,-0.0959,49.6426
1777784319.675,7.4402,0.7316,-0.0183,0.9998,-0.0027,-0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784320.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784321.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784322.675,7.4402,0.7316,-0.0183,0.9998,0.0013,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784323.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784324.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784325.675,7.4402,0.7316,-0.0183,0.9998,-0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784326.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784327.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0056,-0.0000,0.0000,0.0000,-0.0479,49.6885
1777784328.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784329.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784330.675,7.4402,0.7316,-0.0183,0.9998,-0.0004,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784331.675,7.4402,0.7316,-0.0183,0.9998,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784332.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784333.675,7.4402,0.7316,-0.0183,0.9998,-0.0008,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784334.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784335.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784336.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784337.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784338.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784339.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784340.675,7.4402,0.7316,-0.0183,0.9998,-0.0025,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784341.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784342.675,7.4402,0.7316,-0.0183,0.9998,0.0012,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784343.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784344.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784345.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784346.675,7.4402,0.7316,-0.0183,0.9998,0.0020,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784347.674,7.4402,0.7316,-0.0183,0.9998,-0.0004,-0.0022,-0.0000,0.0000,0.0000,0.1438,49.7191
1777784348.676,7.4402,0.7316,-0.0183,0.9998,-0.0006,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784349.675,7.4402,0.7316,-0.0183,0.9998,-0.0004,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784350.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784351.677,7.4402,0.7316,-0.0183,0.9998,0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784352.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784353.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784354.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784355.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784356.674,7.4402,0.7316,-0.0183,0.9998,0.0021,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784357.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784358.675,7.4402,0.7316,-0.0183,0.9998,0.0003,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6732
1777784359.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784360.674,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0022,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784361.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784362.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784363.680,7.4402,0.7316,-0.0183,0.9998,0.0012,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784364.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784365.675,7.4402,0.7316,-0.0183,0.9998,-0.0001,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6885
1777784366.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784367.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784368.675,7.4402,0.7316,-0.0183,0.9998,0.0000,-0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784369.675,7.4402,0.7316,-0.0183,0.9998,0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784370.675,7.4402,0.7316,-0.0183,0.9998,0.0013,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6579
1777784371.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,0.0011,-0.0000,0.0000,0.0000,-0.0000,49.6426
1777784372.675,7.4402,0.7316,-0.0183,0.9998,-0.0002,-0.0011,-0.0000,0.0000,0.0000,-0.0000,49.7191
1777784373.675,7.4402,0.7316,-0.0183,0.9998,-0.0000,-0.0022,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784374.675,7.4402,0.7316,-0.0183,0.9998,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,49.7038
1777784375.675,7.4402,0.7316,-0.0183,0.9998,-0.0001,0.0033,-0.0000,0.0000,0.0000,-0.0000,49.6120
